PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Derrick McKey,,,,,,,,,,,,,,,,,,,,,,,,"$6,000,000","$5,400,000","$4,800,000","$4,200,000","$3,600,000","$3,000,000","$2,800,000","$2,600,000","$1,262,000","$1,162,000","$1,112,000","$962,000"
Isaac Austin,,,,,,,,,,,,,,,,,,,,,,,,"$5,695,715","$5,500,000","$4,819,451","$5,000,000","$384,000","$247,500",,,"$450,000","$400,000","$130,000",
Mookie Blaylock,,,,,,,,,,,,,,,,,,,,,,,,"$5,400,000","$4,800,000","$4,200,000","$3,600,000","$3,000,000","$2,800,000","$2,500,000","$2,100,000","$1,630,000","$660,000","$575,000","$525,000"
Bobby Phills,,,,,,,,,,,,,,,,,,,,,,,,"$5,220,000","$4,640,000","$4,060,000","$3,480,000","$2,900,000","$1,808,000","$1,658,000","$1,458,000","$313,000","$250,000","$130,000",
Rex Chapman,,,,,,,,,,,,,,,,,,,,,,,,"$3,850,000","$3,500,000","$3,150,000","$2,800,000","$326,700","$247,500","$2,004,000","$2,004,500","$2,004,000","$2,004,000","$940,000","$675,000"
Tyrone Nesby,,,,,,,,,,,,,,,,,,,,,,,,"$3,260,000","$2,990,000","$2,716,667","$287,500",,,,,,,,
Dean Garrett,,,,,,,,,,,,,,,,,,,,,,,,"$3,240,000","$2,880,000","$2,520,000","$2,160,000","$1,800,000","$247,500",,,,,,
Cedric Henderson,,,,,,,,,,,,,,,,,,,,,,,,"$3,000,000","$2,700,000","$2,400,000",,"$250,000",,,,,,,
Johnny Newman,,,,,,,,,,,,,,,,,,,,,,,,"$2,675,000","$2,000,000","$1,100,000","$1,000,000","$1,325,000","$1,225,000","$1,100,000","$300,000","$1,435,000","$1,175,000","$1,206,000","$1,200,000"
Chris Gatling,,,,,,,,,,,,,,,,,,,,,,,,"$2,504,227","$5,550,000","$4,875,200","$4,266,000","$3,656,400","$3,047,000","$1,540,000","$1,330,000","$1,120,000","$910,000","$700,000",
John Starks,,,,,,,,,,,,,,,,,,,,,,,,"$2,475,000","$2,250,000","$4,000,000","$4,000,000","$5,112,500","$1,913,000","$1,613,000","$1,362,500","$1,112,000","$600,000","$400,000","$120,000"
Grant Long,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$2,200,000","$2,000,000","$2,977,000","$2,610,335","$2,260,000","$1,860,000","$1,485,300","$1,410,000","$1,258,000","$252,000","$300,000"
Terry Porter,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$2,200,000","$2,000,000","$1,000,000","$2,000,000","$1,775,000","$1,525,000","$2,600,000","$2,500,000","$2,200,000","$1,787,000","$2,000,000"
Michael Smith,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$2,200,000","$3,660,000","$2,180,000","$1,920,000","$1,570,000","$1,340,000","$150,000",,"$650,000","$625,000","$525,000"
Vinny Del Negro,,,,,,,,,,,,,,,,,,,,,,,,"$2,275,000","$2,100,000","$1,925,000","$1,750,000","$2,298,777","$2,023,000","$1,747,000","$1,471,000","$1,195,365","$920,000",,
Dell Curry,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$2,000,000","$2,100,000","$1,000,000","$3,660,000","$1,830,000","$1,570,000","$1,340,000","$1,040,000","$750,000","$1,006,000","$900,000"
Tom Hammonds,,,,,,,,,,,,,,,,,,,,,,,,"$1,800,000","$1,130,000","$1,800,000",,"$970,000","$1,070,000","$970,000","$700,000","$800,000","$850,000","$825,000","$800,000"
Trajan Langdon,,,,,,,,,,,,,,,,,,,,,,,,"$1,604,880","$1,500,120","$1,394,280",,,,,,,,,
Dana Barros,,,,,,,,,,,,,,,,,,,,,,,,"$1,600,000","$3,700,000","$3,500,000","$3,500,000","$3,400,000","$3,400,000","$3,300,000","$937,500","$750,000","$500,000","$500,000","$500,000"
Roshown McLeod,,,,,,,,,,,,,,,,,,,,,,,,"$1,509,001","$978,600","$914,760","$740,000",,,,,,,,
William Avery,,,,,,,,,,,,,,,,,,,,,,,,"$1,375,920","$1,286,160","$1,196,520",,,,,,,,,
Will Perdue,,,,,,,,,,,,,,,,,,,,,,,,"$1,320,000","$2,250,000","$5,300,000","$4,373,000","$1,987,500","$1,544,000","$1,340,000","$1,056,225","$1,200,000","$625,000","$500,000","$450,000"
Eldridge Recasner,,,,,,,,,,,,,,,,,,,,,,,,"$1,300,000","$1,200,000","$1,100,000",,"$326,700","$247,500","$225,000",,,,,
Cal Bowdler,,,,,,,,,,,,,,,,,,,,,,,,"$1,179,720","$1,102,800","$1,025,880",,,,,,,,,
Sam Mitchell,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$2,370,000","$2,000,000",,"$1,400,000","$1,200,000","$1,000,000","$850,000","$715,000","$575,000","$630,000","$500,000"
Felton Spencer,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,000,000","$510,000","$1,650,000","$2,178,099","$2,694,000","$2,181,000","$1,881,250","$1,581,000","$1,610,000","$1,340,000","$1,070,000"
Dan Majerle,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$4,050,000","$3,600,000","$3,290,000","$2,820,000","$2,350,000","$3,100,000","$3,000,000","$2,975,000","$735,000","$535,000","$430,000"
Don MacLean,,,,,,,,,,,,,,,,,,,,,,,,"$965,850","$3,178,500","$2,800,000","$2,460,000","$2,120,000","$1,780,000","$925,000","$740,000","$601,000","$463,000",,
Tim James,,,,,,,,,,,,,,,,,,,,,,,,"$943,252","$783,120","$728,520",,,,,,,,,
Vonteego Cummings,,,,,,,,,,,,,,,,,,,,,,,,"$810,000","$757,200","$704,400",,,,,,,,,
Carlos Rogers,,,,,,,,,,,,,,,,,,,,,,,,"$778,350","$2,200,000","$2,100,000","$2,000,000","$1,900,000","$1,144,000","$930,000","$715,000",,,,
Larry Robinson,,,,,,,,,,,,,,,,,,,,,,,,"$715,850","$611,000",,,,,,"$30,000",,,,
Victor Alexander,,,,,,,,,,,,,,,,,,,,,,,,"$653,350",,,,,,"$1,595,000","$1,377,500","$1,160,000","$942,000","$750,000",
Harold Jamison,,,,,,,,,,,,,,,,,,,,,,,,"$600,000",,"$301,875",,,,,,,,,
Shawnelle Scott,,,,,,,,,,,,,,,,,,,,,,,,"$590,850","$548,500",,,"$500,000","$300,000",,,,,,
Leon Smith,,,,,,,,,,,,,,,,,,,,,,,,"$517,360","$483,680","$449,920",,,,,,,,,
Vernon Maxwell,,,,,,,,,,,,,,,,,,,,,,,,"$473,000","$2,570,000","$1,430,000","$1,000,000",,"$1,000,000","$1,343,000","$1,833,000","$1,424,000","$1,542,000","$325,000","$250,000"
Hanno Mottola,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$316,969",,,,,,,,,,
Steve Goodrich,,,,,,,,,,,,,,,,,,,,,,,,"$465,850",,"$4,529",,,,,,,,,
Chris Porter,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$316,969",,,,,,,,,,
AJ Guyton,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$316,969",,,,,,,,,,
Khalid El-Amin,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$316,969",,,,,,,,,,
Norm Richardson,,,,,,,,,,,,,,,,,,,,,,,,"$332,817",,,,,,,,,,,
Antonis Fotsis,,,,,,,,,,,,,,,,,,,,,,,,"$332,817",,,,,,,,,,,
Ernest Brown,,,,,,,,,,,,,,,,,,,,,,,,"$332,817",,,,,,,,,,,
Alvin Jones,,,,,,,,,,,,,,,,,,,,,,,,"$332,817",,,,,,,,,,,
Omar Cook,,,,,,,,,,,,,,,,,,,,,,,,"$292,230",,,,,,,,,,,
Sam Mack,,,,,,,,,,,,,,,,,,,,,,,,"$174,598",,"$315,000","$545,000","$455,000","$247,500",,,,"$140,000",,
Isaiah Rider,,,,,,,,,,,,,,,,,,,,,,,,"$112,797","$736,000","$5,410,000","$4,810,000","$4,210,000","$3,610,000","$3,010,000","$2,500,000","$2,000,000",,,
Tang Hamilton,,,,,,,,,,,,,,,,,,,,,,,,"$60,881",,,,,,,,,,,
Joe Crispin,,,,,,,,,,,,,,,,,,,,,,,,"$48,705",,,,,,,,,,,
Mike Penberthy,,,,,,,,,,,,,,,,,,,,,,,,"$28,405","$316,969",,,,,,,,,,
Dickey Simpkins,,,,,,,,,,,,,,,,,,,,,,,,"$26,190",,"$1,500,000",,"$1,235,000","$1,040,000","$845,000","$650,000",,,,
Sean Elliott,,,,,,,,,,,,,,,,,,,,,,,,,"$5,300,000","$5,433,333","$5,333,000","$5,333,333","$5,333,000","$5,333,000","$1,350,000","$1,807,000","$1,802,000","$1,802,000","$1,800,000"
Hersey Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,"$4,760,000","$4,164,100","$3,644,000","$3,124,100","$2,604,000","$2,500,000","$2,500,000","$2,400,000","$2,400,000","$805,000","$1,000,000"
Chris Mullin,,,,,,,,,,,,,,,,,,,,,,,,,"$4,650,000","$4,079,100","$3,510,000","$2,941,500","$2,844,000","$2,844,000","$2,844,000","$2,844,000","$2,844,000","$2,844,000","$2,850,000"
Duane Causwell,,,,,,,,,,,,,,,,,,,,,,,,,"$4,000,000","$1,696,387","$1,454,000","$1,211,705","$2,215,000","$1,830,000","$1,545,000","$1,260,000","$950,000","$820,000","$650,000"
Cedric Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,"$3,937,500","$3,500,000","$750,000","$2,605,000","$2,400,000","$2,245,000","$1,750,000","$2,000,000","$350,000","$250,000","$175,000"
Doug West,,,,,,,,,,,,,,,,,,,,,,,,,"$3,680,000","$3,295,000","$2,915,000","$2,535,000","$2,155,000","$1,900,000","$1,275,000","$1,275,000","$1,275,000","$310,000","$230,000"
Adam Keefe,,,,,,,,,,,,,,,,,,,,,,,,,"$3,390,000","$3,000,000","$2,650,000","$2,300,000","$1,950,000","$1,650,000","$1,500,000","$1,200,000","$1,000,000",,
Greg Minor,,,,,,,,,,,,,,,,,,,,,,,,,"$3,240,000","$2,880,000","$2,520,000","$2,160,000","$1,800,000","$325,000","$250,000",,,,
Dragan Tarlac,,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000",,,,,,,,,,
Terry Mills,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$510,000","$1,145,000","$1,000,000","$2,457,000","$2,177,000","$1,897,000","$1,614,000","$1,337,000","$850,000","$600,000"
Dale Ellis,,,,,,,,,,,,,,,,,,,,,,,,,"$2,290,000","$2,095,250","$1,750,000","$1,920,000","$1,600,000","$1,310,000","$1,007,500","$1,300,000","$1,000,000","$1,300,000","$1,250,000"
Sam Perkins,,,,,,,,,,,,,,,,,,,,,,,,,"$2,250,000","$1,925,000","$1,785,000","$3,370,000","$2,730,000","$3,967,000","$4,126,600","$3,587,000","$3,047,000","$2,507,000","$1,970,000"
A.C. Green,,,,,,,,,,,,,,,,,,,,,,,,,"$2,250,000","$1,700,000","$5,125,088","$5,095,088","$4,851,000","$6,473,000","$6,472,600","$1,885,000","$1,750,000","$1,750,000","$1,750,000"
Otis Thorpe,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$2,000,000","$4,400,000","$5,700,000","$7,000,000","$2,607,000","$2,578,400","$2,418,000","$2,102,000","$1,786,000","$1,760,000"
Terry Cummings,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$2,600,000","$1,150,000","$1,000,000",,"$1,450,000","$2,406,600","$2,407,000","$2,407,000","$1,861,000","$1,860,000"
Ron Harper,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$2,000,000","$5,280,000","$4,560,000","$3,840,000","$3,120,000","$2,400,000","$4,000,000","$2,220,000","$1,650,000","$1,365,000"
Detlef Schrempf,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$2,000,000","$3,333,000","$3,333,333","$3,333,000","$5,000,000","$5,000,000","$1,308,000","$1,393,000","$1,278,000","$1,160,000"
John Williams,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000",,"$1,750,000","$4,550,000","$4,151,000","$4,151,000","$4,161,000","$4,886,000","$800,000","$1,100,000","$1,000,000"
Billy Owens,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$2,090,000","$1,750,000","$4,225,200","$3,773,000","$3,320,000","$2,867,000","$2,414,000","$1,962,000","$1,509,000",
Eric Murdock,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$1,925,000","$1,750,000","$272,250",,"$2,000,000","$1,000,000","$800,000","$700,000","$600,000",
Keith Closs,,,,,,,,,,,,,,,,,,,,,,,,,"$1,920,000","$1,680,000","$1,440,000","$1,200,000",,,,,,,
James Robinson,,,,,,,,,,,,,,,,,,,,,,,,,"$1,870,000","$2,376,667","$2,337,500","$1,500,000","$1,235,000","$1,040,000","$845,000","$650,000",,,
Gary Grant,,,,,,,,,,,,,,,,,,,,,,,,,"$1,316,969","$1,200,000","$1,000,000","$600,000","$500,000","$725,000","$1,100,000","$1,128,000","$1,128,000","$928,000","$530,000"
Chris Carr,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$90,000","$1,000,000","$900,000","$750,000","$200,000",,,,,
Joe Kleine,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$510,000","$1,000,000","$272,250","$1,235,000","$1,040,000","$845,000","$650,000","$1,150,000","$950,000","$850,000"
Zan Tabak,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,100,000",,"$950,000","$800,000","$650,000","$500,000",,,,
Chuck Person,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$510,000","$3,860,000","$2,470,000","$2,060,000","$1,690,000","$1,300,000","$2,156,000","$2,156,000","$2,156,000","$2,150,000"
Dennis Scott,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,100,000","$1,725,000","$2,920,000","$3,000,000","$3,150,000","$3,240,000","$2,820,000","$2,400,000","$1,980,000","$1,560,000"
Elliot Perry,,,,,,,,,,,,,,,,,,,,,,,,,"$1,144,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,025,000","$250,000","$150,000",,"$130,000",
Sherman Douglas,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$1,000,000","$2,200,000","$4,297,250","$3,594,000","$3,163,000","$2,731,000","$2,300,000","$1,869,000","$1,250,000","$325,000"
Mirsad Turkcan,,,,,,,,,,,,,,,,,,,,,,,,,"$1,069,400","$830,745","$739,400",,,,,,,,
Bill Curley,,,,,,,,,,,,,,,,,,,,,,,,,"$1,034,500","$117,867","$1,544,000","$1,333,800","$1,123,000","$913,000","$702,000",,,,
Kevin Edwards,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000",,,"$2,640,000","$2,280,000","$1,920,000","$1,560,000","$1,200,000","$750,000","$600,000","$425,000"
Jerome Kersey,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,000,000","$1,000,000","$500,000","$247,500","$255,000","$3,608,000","$2,940,000","$2,655,000","$561,000","$550,000"
David Wingate,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$510,000","$1,000,000","$570,000","$560,000","$560,000","$570,000","$570,000","$129,000","$250,000","$750,000"
Pervis Ellison,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$2,750,000","$2,420,000","$2,090,000","$1,760,000","$1,430,000","$1,100,000","$2,300,000","$2,300,000","$2,300,000","$2,300,000"
Mario Elie,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,925,000","$1,750,000","$2,430,000","$1,400,000","$1,450,000","$1,450,000","$790,000","$608,000","$130,000","$50,000"
Tyrone Corbin,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$510,000","$2,400,000","$326,700","$247,500","$1,700,000","$1,600,000","$1,400,000","$1,100,000","$922,000","$830,000"
Terry Davis,,,,,,,,,,,,,,,,,,,,,,,,,"$923,500","$1,925,000","$1,750,000","$272,250","$2,300,000","$1,920,000","$1,560,000","$1,200,000","$1,537,000","$382,000","$250,000"
Mahmoud Abdul-Rauf,,,,,,,,,,,,,,,,,,,,,,,,,"$798,500",,,"$3,300,000","$3,100,000","$2,600,000","$2,200,000","$1,825,000","$2,358,000","$2,008,000","$1,660,000"
Sam Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,"$768,500","$743,727","$559,000",,,,,,,,
Corey Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,"$749,160","$696,000","$540,000",,,,,,,,
Todd Day,,,,,,,,,,,,,,,,,,,,,,,,,"$736,000","$510,000",,"$272,250","$2,915,000","$2,518,000","$2,120,000","$1,723,000","$1,325,000",,
David Benoit,,,,,,,,,,,,,,,,,,,,,,,,,"$736,000",,,"$609,096","$508,000","$1,200,000","$1,000,000","$810,000","$300,000","$230,000",
Todd Fuller,,,,,,,,,,,,,,,,,,,,,,,,,"$611,000","$485,000","$1,461,000","$1,293,240","$1,125,000",,,,,,
Tyus Edney,,,,,,,,,,,,,,,,,,,,,,,,,"$523,500",,,"$400,000","$247,500","$210,000",,,,,
Etdrick Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,"$523,500",,,"$272,250",,,,,,,
Roy Rogers,,,,,,,,,,,,,,,,,,,,,,,,,"$523,500","$485,000","$862,560","$763,080","$664,000",,,,,,
William Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,"$498,500",,"$350,000","$50,000",,,,,,,
Andrae Patterson,,,,,,,,,,,,,,,,,,,,,,,,,"$498,500","$385,000","$287,500",,,,,,,,
Kornel David,,,,,,,,,,,,,,,,,,,,,,,,,"$498,500","$202,941","$287,500",,,,,,,,
Gerard King,,,,,,,,,,,,,,,,,,,,,,,,,"$489,500","$460,000","$287,500",,,"$35,000",,,,,
Michael Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,"$423,500","$465,029","$350,000",,,,,,,,
Lari Ketner,,,,,,,,,,,,,,,,,,,,,,,,,"$423,500","$92,338",,,,,,,,,
Jonathan Kerner,,,,,,,,,,,,,,,,,,,,,,,,,"$423,500","$5,000","$287,500",,,,,,,,
Lazaro Borrell,,,,,,,,,,,,,,,,,,,,,,,,,"$423,500","$301,875",,,,,,,,,
Chris Herren,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969","$301,875",,,,,,,,,
Terrance Roberson,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Ademola Okulaja,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Paul McPherson,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Ruben Garces,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Chris Carrawell,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Garth Joseph,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Mike Smith,,,,,,,,,,,,,,,,,,,,,,,,,"$316,969",,,,,,,,,,
Mark Karcher,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000",,,,,,,,,,
Jamal Robinson,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000",,,,,,,,,,
Rik Smits,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,250,000","$8,500,000","$4,000,000","$4,000,000","$3,750,000","$3,250,000","$2,500,000","$2,000,000","$1,350,000","$1,350,000"
Charles Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,000,000","$1,000,000","$2,250,000","$4,695,000","$4,760,000","$4,030,000","$3,250,000","$2,420,000","$3,200,000","$2,900,000"
Bison Dele,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,770,000","$4,860,000","$4,050,000",,"$2,200,000","$2,000,000","$1,244,000","$1,011,000","$777,000",
Jeff Hornacek,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,200,000","$3,455,000","$4,195,000","$2,396,000","$2,121,000","$2,121,400","$1,946,000","$1,646,000","$1,428,000","$1,100,000"
Armen Gilliam,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,019,200","$3,244,000","$2,780,400","$2,317,000","$1,920,000","$1,560,000","$1,200,000","$2,300,000","$1,350,000","$1,200,000"
Gerald Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,000,000","$2,000,000","$326,700","$247,500","$2,478,000","$2,478,000","$2,278,000","$500,000","$795,000","$725,000"
Dino Radja,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,270,500","$2,500,000","$2,500,000","$5,313,000","$2,640,000","$2,145,000","$1,650,000","$711,000",,
Hot Rod Williams,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,925,000",,,,,,,"$3,786,000","$3,786,000","$3,785,000"
Yinka Dare,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,893,500","$1,657,000","$1,552,500","$1,448,000","$1,184,000","$920,000",,,,
Kevin Gamble,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,868,750","$1,645,000","$1,420,250","$1,196,000","$845,000","$650,000","$1,100,000","$1,200,000","$1,400,000","$375,000"
Keith Askins,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,752,400","$725,000","$750,000","$650,000","$550,000","$406,000","$313,000","$250,000","$202,000","$150,000"
Tim Legler,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,629,000","$1,320,000","$1,105,000","$450,000","$250,000",,"$250,000","$140,000",,
Duane Ferrell,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,625,000","$1,430,000","$1,235,000","$1,040,000","$845,000","$650,000","$1,025,000","$825,000","$500,000","$125,000"
B.J. Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,614,000","$1,411,000","$1,200,000","$1,040,000","$845,000","$715,000",,,,
Harvey Grant,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,000,000","$4,671,875","$4,111,000","$3,551,000","$2,990,000","$2,429,000","$1,625,000","$450,000","$475,000"
Johnny Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,172,400","$1,037,000","$901,880",,,,,,,
Chris Anstey,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,113,720","$985,200","$713,900",,,,,,,
Derek Harper,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$1,000,000","$1,560,000","$1,300,000","$2,837,000","$2,382,700","$1,927,000","$2,069,000","$1,725,000","$1,519,000"
Rex Walters,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$2,162,500","$1,430,000","$1,235,000","$1,040,000","$845,000","$650,000",,,
Malik Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$1,000,000","$1,150,000","$1,732,000","$1,495,000","$1,260,000","$1,023,000","$790,000",,
Scott Burrell,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,000,000","$1,430,000","$1,235,000","$1,040,000","$845,000","$650,000",,,
Eddie Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000",,"$626,700","$1,200,000","$1,000,000",,"$1,150,000","$1,100,000","$1,050,000","$1,000,000"
Antoine Carr,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000",,"$1,600,000","$2,300,000","$2,525,000","$666,600","$1,353,000","$1,233,000","$1,263,000","$610,000"
Frederic Weis,,,,,,,,,,,,,,,,,,,,,,,,,,"$947,200",,,,,,,,,
Ed Gray,,,,,,,,,,,,,,,,,,,,,,,,,,"$941,040","$832,440","$723,840",,,,,,,
Keith Booth,,,,,,,,,,,,,,,,,,,,,,,,,,"$776,880","$687,240","$597,600",,,,,,,
Rodrick Rhodes,,,,,,,,,,,,,,,,,,,,,,,,,,"$722,000","$639,300","$555,900",,,,,,,
Eric Washington,,,,,,,,,,,,,,,,,,,,,,,,,,"$550,000","$520,000","$242,000",,,,,,,
Dwayne Schintzius,,,,,,,,,,,,,,,,,,,,,,,,,,"$550,000","$662,500",,"$625,000","$225,000","$1,197,000","$921,000","$140,000","$650,000","$520,000"
Toby Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,"$535,000","$287,500",,,,,,,,
